feature,buffersize,type,importance
roads,2100,primary,0.004667633404719115
landusages,500,park,0.00386117624437501
landusages,2500,golf_course,0.0038015905366295065
roads,2000,primary,0.003648974224366835
waterareas,2200,swimming_pool,0.003242510048993774
landusages,1900,commercial,0.003241517047700842
landusages,1300,pitch,0.003214055714612581
landusages,3000,golf_course,0.0031919726600439526
roads,1200,footway,0.0031419917072502707
landusages,2400,golf_course,0.0031380681776784847
roads,1800,secondary_link,0.003117237136206751
landusages,2100,golf_course,0.0030405045820520228
buildings,2800,college,0.0029653784432806876
landusages,1800,golf_course,0.0029427614961317723
landusages,2000,pedestrian,0.002910376289803018
buildings,1600,school,0.002906012960905353
roads,1000,footway,0.002832974919939545
landusages,1600,parking,0.002751555006198357
landusages,2800,commercial,0.0027229340023603226
roads,1300,residential,0.00268997189743214
buildings,1200,hotel,0.002670386500546819
landusages,2400,scrub,0.0026520277021279013
landusages,2100,residential,0.0025996798792389956
roads,1500,secondary_link,0.0025149836330032537
landusages,2700,residential,0.002513346033836745
roads,900,pedestrian,0.0025105642415850725
landusages,2600,golf_course,0.0024880516080702285
landusages,1100,pitch,0.0024510926615135017
buildings,2400,college,0.002402383569064757
landusages,900,residential,0.0023879572721938296
waterareas,3000,swimming_pool,0.0023854192681208404
buildings,2900,commercial,0.0023211806106657584
roads,1400,primary_link,0.0023193388711659282
roads,1700,primary,0.002294166787908368
buildings,1500,retail,0.002285909561866365
landusages,1500,retail,0.002248399237499388
landusages,2800,parking,0.002247256613211524
landusages,1800,commercial,0.0022323034347082435
roads,1300,footway,0.0022320118176689645
roads,2800,footway,0.002182937303177783
landusages,2400,footway,0.0021779100645218357
buildings,1100,school,0.002166987035295079
buildings,2000,hotel,0.0021533940785757105
buildings,1300,residential,0.002145377920183344
landusages,2900,pitch,0.002144459859890721
landusages,2300,residential,0.002138518885229715
roads,2100,footway,0.00213111295734197
roads,1100,footway,0.0021235846434068967
landusages,200,residential,0.002114119991922255
landusages,1000,residential,0.002097999415805759
buildings,1300,hotel,0.0020977209222120085
buildings,600,apartments,0.0020956198110506715
landusages,2300,golf_course,0.002072717824281435
roads,1400,service,0.0020647578928276347
landusages,2000,retail,0.002057448229792918
roads,1100,tertiary,0.0020555897813702897
buildings,1700,shed,0.002052543365892217
landusages,2300,school,0.0020511594776597706
roads,800,service,0.0020505899800959265
roads,2400,footway,0.002049768257065053
roads,2900,steps,0.0020467541280595955
roads,2300,path,0.0020399773906787924
landusages,2100,park,0.002004116458024272
roads,1800,primary,0.002000548505409247
landusages,1800,library,0.0019878623486538198
buildings,3000,commercial,0.001939704478878937
landusages,1400,place_of_worship,0.0019326888086489639
buildings,2000,residential,0.0019258948003533932
buildings,1700,house,0.0019157568009582375
roads,2600,secondary,0.0018970042713712778
roads,2700,primary,0.0018825435179072674
buildings,2800,hospital,0.0018708146244548968
landusages,2100,school,0.0018624894058449637
buildings,3000,church,0.0018542320581693436
buildings,500,school,0.0018497364255258665
landusages,2300,parking,0.0018385978305817978
buildings,1500,college,0.0018105422266890296
landusages,2700,place_of_worship,0.0017954228562945982
roads,1000,service,0.0017777084506813104
waterareas,700,swimming_pool,0.0017737789356889625
landusages,2800,park,0.0017652266079919749
roads,900,footway,0.0017499156149346552
landusages,2800,school,0.001743862877485123
landusages,2600,footway,0.0017253613124600371
landusages,2400,residential,0.001724368610387117
landusages,2100,commercial,0.0017231432562093878
landusages,1900,school,0.0017112377908971082
buildings,2100,industrial,0.001706891728546332
buildings,100,house,0.0017049380004523185
buildings,1100,shed,0.0017046455377204219
roads,2600,primary,0.0017012634895459359
roads,600,service,0.0016753493738291675
buildings,2200,public_building,0.0016726635088358528
roads,800,pedestrian,0.001670006680026719
landusages,2900,park,0.0016640782301413906
buildings,1300,apartments,0.001659038634254889
roads,1700,rail,0.0016347404298951418
waterareas,2500,swimming_pool,0.0016100382583348512
buildings,2400,house,0.0016073593009218947
landusages,1800,pitch,0.0016066607672468528
roads,500,primary,0.001600142349726624
roads,700,rail,0.0015827470236287858
roads,1600,service,0.0015784256685413831
buildings,1400,residential,0.0015778438964095987
buildings,2000,commercial,0.0015732144561231302
buildings,400,retail,0.0015714644418861356
landusages,1100,school,0.0015692603663667738
landusages,2200,golf_course,0.0015636632207848584
buildings,3000,college,0.0015482817486825499
waterareas,2600,riverbank,0.0015319454149068945
buildings,500,apartments,0.0015294703260641564
roads,1200,secondary,0.001519589257891545
landusages,1200,scrub,0.0015080007226064042
landusages,3000,park,0.0015074304709426002
waterareas,2800,riverbank,0.0015052661714406255
landusages,2700,park,0.001503314347902028
roads,700,service,0.0014940233271632905
waterareas,2900,water,0.001489112556802038
roads,2800,residential,0.0014853568578284736
roads,1500,track,0.0014791937450955531
roads,800,primary,0.0014765238836108514
roads,1800,disused,0.0014719361203026195
waterareas,2900,riverbank,0.0014679326733672295
roads,400,residential,0.0014646640219213934
buildings,1600,apartments,0.0014601165581503287
landusages,2300,garden,0.0014599090654427128
roads,2500,motorway,0.0014596055199000207
buildings,2600,hotel,0.0014591754222152212
buildings,2800,commercial,0.0014522362386171495
roads,2300,pedestrian,0.0014509283843586983
buildings,1700,garage,0.0014502475958094103
landusages,3000,residential,0.0014477535889268064
buildings,1700,hotel,0.0014463562464893983
buildings,2900,hospital,0.0014433792345292494
landusages,700,residential,0.0014283061760891427
roads,400,tertiary,0.0014277837283762922
landusages,2000,parking,0.0014202764503365702
landusages,2900,place_of_worship,0.001418221057499614
buildings,600,warehouse,0.001413203701991803
buildings,400,warehouse,0.0014054390747545696
roads,2800,unclassified,0.00140371017613307
buildings,3000,school,0.001403018350926906
roads,2400,secondary,0.0013987844109271165
buildings,800,retail,0.001395851977014301
roads,1300,primary_link,0.001395723499767653
roads,1300,steps,0.0013909473328310993
landusages,2600,school,0.0013869720948775073
roads,2100,path,0.0013858248710305755
landusages,2200,hospital,0.0013798347683509301
roads,3000,tertiary_link,0.0013785635787704436
roads,1000,secondary,0.0013776853426741434
roads,2700,path,0.0013684483309361801
landusages,1300,park,0.0013675917408587654
waterareas,2300,swimming_pool,0.0013652584369896002
roads,2300,track,0.0013611461366785087
buildings,3000,industrial,0.001359480285791325
landusages,1800,place_of_worship,0.0013563387287579853
roads,2600,track,0.0013530311503832913
waterareas,1100,water,0.001352298092119197
buildings,2200,roof,0.0013481508471488428
landusages,2600,retail,0.0013473061411042625
buildings,1300,industrial,0.0013435535516551544
roads,2500,cycleway,0.001336005344021375
roads,2900,path,0.0013293685770533685
landusages,800,place_of_worship,0.0013283984493412328
landusages,2300,pedestrian,0.0013194580685727355
landusages,2800,farmyard,0.0013188409402744756
roads,1800,tertiary,0.0013185861355885606
waterareas,2400,riverbank,0.0013128297411148823
buildings,1700,residential,0.0013064006801481744
roads,2400,tertiary,0.001304427035889961
landusages,2300,place_of_worship,0.0012978934058593364
landusages,2100,stadium,0.0012971507531191412
landusages,2000,golf_course,0.00128953559292498
buildings,800,residential,0.0012882908674491833
landusages,300,school,0.0012856044877534657
roads,2400,primary,0.0012746332196377785
landusages,1700,golf_course,0.001272482549742952
buildings,2800,church,0.0012698263559011674
waterareas,2900,swimming_pool,0.001268035508496904
landusages,2600,scrub,0.0012672121614464502
roads,2000,tertiary,0.0012643375026547502
buildings,2900,warehouse,0.0012635040918982674
landusages,3000,library,0.0012630922244985371
landusages,3000,substation,0.001262261976236884
landusages,1800,parking,0.0012560290315959878
roads,1700,tertiary,0.0012556741823786547
buildings,3000,apartments,0.0012527480861511298
landusages,2800,golf_course,0.00125250501002004
roads,1700,path,0.0012508414018330394
roads,1000,residential,0.001247483150820098
buildings,1000,warehouse,0.001238127586037578
waterareas,1700,water,0.0012367077801508882
roads,2500,residential,0.0012355593540021212
buildings,2900,school,0.001234047041451323
roads,2400,secondary_link,0.0012332357021735772
landusages,1000,place_of_worship,0.0012303326049462385
buildings,800,apartments,0.0012240699406118538
landusages,2800,stadium,0.0012219352124161738
buildings,2600,school,0.001221844463591114
buildings,3000,hotel,0.00122109019904611
roads,1300,unclassified,0.0012207990860948947
roads,2100,pedestrian,0.0012195258865069067
roads,1000,rail,0.0012189044391747663
roads,1400,tertiary,0.0012187224321416367
roads,2500,service,0.0012186741207282283
roads,2700,steps,0.0012150260582609149
landusages,2600,place_of_worship,0.001211838836340396
landusages,2700,nature_reserve,0.001211737199889975
buildings,1800,school,0.0012093784638874815
buildings,2100,hospital,0.0012074821907139218
landusages,600,parking,0.0012046085714609194
roads,2900,secondary,0.001202404809619238
buildings,2800,warehouse,0.0012023109450751614
landusages,3000,forest,0.001198475382136822
landusages,2600,residential,0.0011978327586027772
waterareas,1500,water,0.001197709284629759
waterareas,3000,water,0.0011939131959995601
landusages,1600,industrial,0.0011884139546243415
landusages,1500,residential,0.0011855620072052928
waterareas,2600,swimming_pool,0.0011827326970324824
landusages,2200,pitch,0.0011826849840189948
landusages,2900,parking,0.00118154427321542
roads,3000,unclassified,0.0011734448450110091
waterareas,2400,water,0.0011720848358913213
roads,1900,path,0.0011706551973771377
waterareas,1600,swimming_pool,0.0011692680105656237
buildings,1000,retail,0.0011690046760187037
landusages,1700,school,0.0011689354242384827
roads,2600,secondary_link,0.0011678601231538876
waterareas,1000,swimming_pool,0.001165137292128115
waterareas,1800,swimming_pool,0.0011548596083519587
landusages,3000,retail,0.0011524305077264647
landusages,1900,hospital,0.0011523046092184368
landusages,3000,common,0.0011523046092184364
buildings,2500,farm_auxiliary,0.0011481609836213773
landusages,900,pitch,0.0011473394086889347
buildings,600,residential,0.0011470995222031054
buildings,2800,garage,0.0011452284012109543
landusages,2700,scrub,0.0011435669660853302
roads,900,track,0.0011424558518746892
waterareas,2800,water,0.0011422682165636861
buildings,700,retail,0.0011412760586107273
roads,1100,residential,0.001135992916064687
waterareas,1700,swimming_pool,0.0011356045424181687
roads,2400,motorway,0.0011353920487978072
roads,3000,secondary,0.0011349692137898985
roads,2000,secondary_link,0.0011346261959859021
buildings,2000,house,0.0011343260684047514
roads,2900,pedestrian,0.0011317584926181332
roads,2200,primary_link,0.0011300203651719955
landusages,2000,substation,0.0011295224625110195
buildings,200,industrial,0.0011254985643396307
landusages,1000,retail,0.0011243697248087595
landusages,2400,substation,0.0011232234584110747
buildings,600,house,0.001120710671390979
landusages,500,cemetery,0.001119184580844743
landusages,1400,stadium,0.001117243111870664
buildings,2100,college,0.0011152740263134964
roads,2200,residential,0.0011131763858867926
landusages,1100,park,0.0011092892856419906
landusages,1000,scrub,0.0011064902175874135
landusages,3000,school,0.001106050484807999
buildings,2800,house,0.0011051978170176825
buildings,1900,house,0.0011044645682342124
roads,1300,path,0.001103794891370041
roads,2000,unclassified,0.0011031028493434215
landusages,2400,parking,0.0010994419917529287
buildings,1800,commercial,0.0010986596352450006
buildings,2300,school,0.001095604744976659
landusages,2200,park,0.001090255628628148
roads,3000,cycleway,0.0010878900658459773
buildings,2000,apartments,0.0010876479627936024
roads,2600,disused,0.0010804217129911993
roads,900,primary,0.001078269900124134
landusages,2100,pitch,0.001074290287499314
roads,400,service,0.0010737236573032604
buildings,1200,warehouse,0.001067614294611767
landusages,800,park,0.001062731523653367
roads,2100,unclassified,0.001062588858835217
buildings,1800,college,0.0010624245051239457
landusages,2900,playground,0.0010614663670775889
aeroways,2700,runway,0.0010603783324224202
roads,2600,cycleway,0.001060081685552811
buildings,1600,industrial,0.0010598227266858642
roads,1900,cycleway,0.0010569916773452875
buildings,400,residential,0.0010559705834685296
landusages,1500,nature_reserve,0.0010510252635369738
roads,2600,steps,0.001050755755818054
roads,2700,residential,0.0010499068312062715
roads,2400,service,0.0010497184845882235
landusages,500,parking,0.0010497184845882235
landusages,2700,pitch,0.0010487641950567797
roads,1400,motorway_link,0.0010476791719925354
landusages,1800,retail,0.0010474963749934735
landusages,2800,grass,0.0010473327607596135
buildings,900,school,0.0010388990495882773
roads,2200,service,0.001038133960228148
roads,500,service,0.001037630817189935
buildings,1900,commercial,0.0010358929240595004
waterareas,1600,water,0.0010343387466053848
buildings,1200,residential,0.0010326270518565216
buildings,2200,commercial,0.0010308890702513767
landusages,1200,parking,0.001028661878622669
buildings,2800,poolhouse,0.0010240719534306704
buildings,2500,civic,0.0010226620268622077
roads,1300,primary,0.0010216446181399337
landusages,2500,wetland,0.0010202222627072326
buildings,2900,college,0.0010202222627072324
roads,1700,pedestrian,0.0010170196639244574
roads,2800,service,0.0010151751916531475
roads,2100,tertiary,0.0010130782051367406
roads,2200,primary,0.0010129313484867944
landusages,2000,school,0.001012796352622114
buildings,2700,college,0.001009738775797208
buildings,2300,commercial,0.0010059517402848561
buildings,2000,garages,0.0010041410779077532
roads,2000,residential,0.0010030565332345357
waterareas,2800,basin,0.0010023668102693798
buildings,1500,farm_auxiliary,0.0010022187669889685
buildings,2600,house,0.0010021693825015931
roads,2800,primary_link,0.0010020040080160318
roads,1800,residential,0.0010020040080160318
aeroways,2600,runway,9.9550671758918E-4
buildings,2700,school,9.936084989417451E-4
landusages,1200,playground,9.93147510221034E-4
roads,2800,path,9.876896650443737E-4
roads,2600,footway,9.871595041935717E-4
roads,600,secondary,9.87039013091117E-4
landusages,2700,golf_course,9.865885617388623E-4
landusages,1000,footway,9.863765922394805E-4
buildings,2000,stable,9.845778513548828E-4
roads,2100,tertiary_link,9.837857533248312E-4
landusages,1900,playground,9.797821449350308E-4
buildings,2700,civic,9.79393694099421E-4
landusages,2500,farmland,9.752396625480539E-4
buildings,1300,commercial,9.730482470316972E-4
waterareas,2100,water,9.730482470316969E-4
landusages,2800,industrial,9.725333018979132E-4
roads,2600,pedestrian,9.725333018979132E-4
roads,2500,light_rail,9.725333018979132E-4
landusages,2500,cemetery,9.725333018979132E-4
landusages,1900,footway,9.725333018979132E-4
roads,1500,pedestrian,9.725333018979132E-4
landusages,1100,parking,9.637094179312943E-4
landusages,1600,park,9.609237560439318E-4
waterareas,2300,water,9.561806539909078E-4
landusages,2700,allotments,9.542895314438391E-4
roads,2900,tertiary_link,9.531576854842313E-4
landusages,1900,park,9.529585486762998E-4
landusages,1700,meadow,9.50496647773554E-4
landusages,2700,footway,9.463371186818078E-4
buildings,3000,retail,9.45283576530725E-4
landusages,2800,hedge,9.450237437973343E-4
landusages,1700,wetland,9.441960844766451E-4
buildings,2300,college,9.430625957797947E-4
buildings,1700,apartments,9.430625957797947E-4
roads,2300,tertiary,9.426428614805364E-4
roads,3000,path,9.424253913231863E-4
roads,500,residential,9.42194466452284E-4
landusages,800,college,9.420453810847501E-4
roads,1800,cycleway,9.372081821567946E-4
roads,1500,footway,9.32386118707036E-4
landusages,1400,school,9.317362460289527E-4
landusages,2500,industrial,9.316453730705956E-4
landusages,2100,substation,9.292192071219668E-4
landusages,600,residential,9.280982083730434E-4
roads,2100,motorway,9.276908321235002E-4
landusages,900,school,9.271416396010412E-4
landusages,1500,sports_centre,9.23028322655162E-4
roads,200,motorway,9.220822597576098E-4
landusages,1600,pitch,9.21241389883592E-4
buildings,2000,retail,9.19713823782831E-4
landusages,2700,farmyard,9.191469739684816E-4
buildings,2400,commercial,9.177000219370516E-4
buildings,2700,industrial,9.17318507983709E-4
roads,2300,motorway,9.16117950186086E-4
buildings,1600,retail,9.16117950186086E-4
buildings,600,office,9.109127345600287E-4
landusages,2700,garden,9.101897879452985E-4
waterareas,2000,swimming_pool,9.100251785622525E-4
landusages,800,parking,9.093817887876589E-4
buildings,1900,warehouse,9.086999910752674E-4
landusages,2700,cemetery,9.084836339345352E-4
landusages,2900,school,9.055594657099098E-4
landusages,1700,recreation_ground,9.054654158815966E-4
roads,1300,bridleway,9.046601975881585E-4
landusages,1700,footway,9.041893310430379E-4
landusages,2300,park,9.033085734766259E-4
landusages,2700,parking,9.009635094050027E-4
buildings,1200,greenhouse,9.008076254219025E-4
roads,2500,secondary,9.000956458371286E-4
landusages,1600,footway,8.991196679072424E-4
landusages,2800,theatre,8.987672314325616E-4
roads,1300,secondary_link,8.98765185357237E-4
roads,1700,residential,8.983365840965927E-4
landusages,2500,allotments,8.942810546016952E-4
roads,1500,service,8.928710133445181E-4
buildings,2400,school,8.912146371023445E-4
roads,2700,motorway,8.906702293475839E-4
buildings,3000,residential,8.906702293475835E-4
buildings,2600,commercial,8.906702293475835E-4
waterareas,1900,water,8.906702293475835E-4
buildings,1600,house,8.906702293475835E-4
buildings,1700,factory,8.90577475353379E-4
landusages,700,pitch,8.887832161498135E-4
landusages,1900,scrub,8.887339897185674E-4
waterareas,1800,water,8.874892642427708E-4
buildings,3000,garage,8.854919140606791E-4
landusages,1400,residential,8.845276760417381E-4
landusages,2500,park,8.843082991379582E-4
roads,1900,secondary,8.82913367719044E-4
roads,1800,pedestrian,8.82913367719044E-4
roads,2300,bridleway,8.82036181205949E-4
buildings,1400,hotel,8.80882644409698E-4
buildings,1900,industrial,8.780402901979383E-4
buildings,1900,kindergarten,8.767535070140275E-4
roads,500,footway,8.75819299018315E-4
buildings,1200,college,8.747654038235192E-4
roads,1100,track,8.747319199803108E-4
landusages,2300,stadium,8.684034736138938E-4
landusages,200,pitch,8.673260499493606E-4
landusages,2600,commercial,8.666530922808178E-4
roads,2700,unclassified,8.637965586345099E-4
landusages,1400,pitch,8.561410368876388E-4
buildings,2800,farm_auxiliary,8.515276166367817E-4
roads,1200,cycleway,8.511697580624904E-4
roads,700,primary,8.503860868043372E-4
roads,2400,path,8.490877337003319E-4
landusages,2300,scrub,8.480797901745056E-4
landusages,1900,residential,8.478495452443344E-4
buildings,1600,roof,8.478495452443342E-4
buildings,2700,farm_auxiliary,8.445691580253386E-4
landusages,2300,generator,8.42020174803388E-4
landusages,1900,grass,8.410760915770932E-4
buildings,1900,civic,8.405553701214142E-4
buildings,2900,residential,8.38102690869551E-4
landusages,2100,nature_reserve,8.370153962543558E-4
roads,1500,path,8.370153962543558E-4
landusages,2600,parking,8.3500334001336E-4
buildings,1500,kindergarten,8.350033400133598E-4
landusages,100,residential,8.350033400133596E-4
landusages,2900,allotments,8.347224487358283E-4
landusages,1500,farmyard,8.338903248397684E-4
landusages,2300,farmland,8.335920667626327E-4
roads,1600,path,8.327660104898788E-4
roads,2700,footway,8.304898084457198E-4
landusages,2600,pedestrian,8.304898084457197E-4
waterareas,1000,basin,8.303733793527265E-4
roads,1100,light_rail,8.29081330509719E-4
roads,2300,tertiary_link,8.28644082883654E-4
roads,2600,motorway,8.273336797050887E-4
landusages,1200,pitch,8.248245169794685E-4
buildings,2500,dome,8.238699621465151E-4
roads,2400,rail,8.21643286573146E-4
buildings,3000,greenhouse,8.207493314694013E-4
roads,900,motorway,8.197579828646836E-4
landusages,2300,farmyard,8.193518175888931E-4
roads,1900,primary,8.187066564691374E-4
roads,3000,tertiary,8.143270668320765E-4
landusages,2200,farmland,8.143270668320765E-4
landusages,1700,nature_reserve,8.143270668320765E-4
landusages,2800,cemetery,8.134502623480583E-4
buildings,2300,kindergarten,8.132796758829309E-4
roads,900,secondary,8.131647911207027E-4
landusages,1400,industrial,8.099332922893086E-4
landusages,2800,residential,8.065985343120253E-4
buildings,1500,house,8.059979608339479E-4
landusages,2100,farmyard,8.05466025643552E-4
landusages,2000,scrub,8.049712871120388E-4
roads,200,tertiary,8.047674295960335E-4
buildings,3000,hospital,8.046784105294987E-4
roads,2000,footway,8.037619634645457E-4
buildings,2100,civic,8.016032064128255E-4
buildings,1600,hotel,8.016032064128255E-4
buildings,500,residential,8.016032064128253E-4
buildings,1700,greenhouse,8.002329445215212E-4
roads,2200,unclassified,7.970486427400252E-4
buildings,2300,industrial,7.970099792113937E-4
buildings,2600,industrial,7.968894778804917E-4
roads,1400,residential,7.960293715372548E-4
landusages,2600,college,7.956210929321325E-4
landusages,2900,scrub,7.885734839642651E-4
buildings,2600,apartments,7.858854964831621E-4
buildings,1200,house,7.846679274041037E-4
buildings,2800,residential,7.845361051773873E-4
landusages,800,recreation_ground,7.84407798648144E-4
roads,700,residential,7.817062696822213E-4
roads,1600,rail,7.801824520367992E-4
buildings,2700,historic,7.793604450279866E-4
roads,2900,residential,7.793364506791357E-4
landusages,2900,wetland,7.793364506791357E-4
roads,500,rail,7.788546698048866E-4
landusages,2400,retail,7.783649191317689E-4
buildings,800,house,7.763641914296158E-4
roads,2400,tertiary_link,7.760418796777225E-4
buildings,600,school,7.755700415032233E-4
buildings,2500,residential,7.755331228364248E-4
landusages,2100,parking,7.752965708951738E-4
roads,2300,primary_link,7.747638133409676E-4
roads,2000,service,7.747095923448627E-4
landusages,600,pedestrian,7.73430149423515E-4
roads,2400,residential,7.715009851636043E-4
landusages,2700,commercial,7.710767856058436E-4
roads,2600,service,7.70772313858486E-4
landusages,800,retail,7.702062631995936E-4
buildings,200,retail,7.6996097458074E-4
buildings,800,garages,7.660107860508659E-4
roads,2700,cycleway,7.655019611947815E-4
landusages,2700,stadium,7.647727622941052E-4
roads,1700,service,7.610528975840235E-4
roads,1000,cycleway,7.608271052372457E-4
roads,1400,path,7.594554187740559E-4
roads,2800,disused,7.570696949454463E-4
buildings,1200,roof,7.570696949454463E-4
roads,2500,track,7.563209288087612E-4
roads,3000,primary,7.560015079521029E-4
buildings,2500,school,7.545956109750363E-4
roads,2200,bridleway,7.542778747839467E-4
buildings,2500,hospital,7.539873134699145E-4
buildings,2500,house,7.539172728974063E-4
buildings,1900,garage,7.537844359027708E-4
buildings,2200,garage,7.502830335996666E-4
buildings,2300,church,7.498317613730051E-4
landusages,1500,library,7.49117282183414E-4
landusages,2600,stadium,7.434223285280235E-4
buildings,2000,factory,7.434223285280232E-4
roads,2800,steps,7.371695174782263E-4
buildings,2600,retail,7.359738093933755E-4
buildings,1000,hotel,7.357234153346059E-4
buildings,3000,construction,7.309451730208135E-4
roads,2200,motorway,7.309451730208135E-4
buildings,2900,farm_auxiliary,7.307636830108883E-4
roads,300,residential,7.302260398617045E-4
landusages,2500,footway,7.290442954875264E-4
waterareas,800,swimming_pool,7.273806873005265E-4
roads,2200,secondary,7.255891092529883E-4
roads,1300,track,7.233573044440057E-4
landusages,2500,school,7.232510133048048E-4
buildings,2400,public_building,7.232510133048048E-4
landusages,1600,generator,7.232510133048048E-4
buildings,200,school,7.232510133048048E-4
buildings,400,industrial,7.214428857715431E-4
landusages,2700,substation,7.208862168782003E-4
buildings,2500,industrial,7.175270080390662E-4
buildings,1400,warehouse,7.16676004092943E-4
landusages,1700,residential,7.157171485828799E-4
roads,700,bridleway,7.157171485828799E-4
landusages,2300,footway,7.140526900978032E-4
roads,2600,tertiary,7.120759802594056E-4
landusages,2400,wetland,7.112126350603302E-4
landusages,1800,theatre,7.111445112447116E-4
landusages,2800,college,7.10402118281167E-4
buildings,2200,garages,7.095423339676548E-4
landusages,3000,parking,7.084876824355786E-4
roads,900,cycleway,7.066011488649865E-4
roads,800,bridleway,7.057026299464887E-4
roads,2100,motorway_link,7.054513066537114E-4
buildings,2300,office,7.054077990067613E-4
roads,3000,steps,7.043424900811497E-4
roads,2400,motorway_link,7.037291830759358E-4
landusages,2500,pedestrian,7.004175806897523E-4
landusages,1600,retail,6.98243333513874E-4
buildings,2400,roof,6.963734418644237E-4
landusages,2300,grass,6.936950824726374E-4
landusages,2100,place_of_worship,6.936950824726372E-4
buildings,100,shed,6.936950824726372E-4
landusages,1500,park,6.927485199819339E-4
landusages,1800,scrub,6.922760249180527E-4
landusages,2500,sports_centre,6.922566492926725E-4
aeroways,2900,runway,6.91859910296784E-4
buildings,300,house,6.91619581666238E-4
roads,300,primary,6.888777555110216E-4
roads,1300,motorway_link,6.877150823045348E-4
buildings,1800,shed,6.864793416620472E-4
buildings,2700,church,6.861549185327176E-4
landusages,1800,residential,6.861549185327176E-4
buildings,2600,construction,6.855816896951797E-4
roads,200,primary,6.855816896951797E-4
roads,1400,primary,6.841413920277524E-4
buildings,2700,garage,6.82684049417516E-4
roads,2000,steps,6.82684049417516E-4
landusages,1300,fuel,6.82684049417516E-4
roads,1200,rail,6.82684049417516E-4
roads,900,primary_link,6.82684049417516E-4
roads,1200,tertiary,6.813495238170672E-4
landusages,1400,allotments,6.7849985685657E-4
buildings,800,college,6.772993414203927E-4
roads,2700,service,6.750342790844844E-4
landusages,1800,wood,6.750342790844844E-4
roads,1400,footway,6.750342790844844E-4
buildings,2400,church,6.735547021187425E-4
landusages,1800,forest,6.68002672010688E-4
buildings,400,school,6.68002672010688E-4
buildings,2900,kindergarten,6.680026720106879E-4
roads,1500,tertiary_link,6.680026720106878E-4
waterareas,600,swimming_pool,6.680026720106877E-4
roads,1000,unclassified,6.680026720106874E-4
landusages,2400,place_of_worship,6.670538045788543E-4
roads,1100,primary,6.659825026396877E-4
buildings,1800,residential,6.657179399610824E-4
buildings,2700,residential,6.643368036886779E-4
landusages,2600,sports_centre,6.641297437174903E-4
roads,2800,track,6.636453091473168E-4
landusages,2000,sports_centre,6.632116692401193E-4
buildings,1000,factory,6.621111966130358E-4
roads,1100,service,6.608582584062951E-4
roads,600,rail,6.604117325560209E-4
buildings,1500,hotel,6.600502592486557E-4
roads,2700,motorway_link,6.59143220127257E-4
roads,2000,motorway,6.582148643847576E-4
landusages,2100,cemetery,6.555664520530422E-4
buildings,2400,hospital,6.547239170701101E-4
buildings,2600,hospital,6.524889487536088E-4
roads,1800,path,6.524051861102771E-4
landusages,400,parking,6.501552723768143E-4
landusages,900,college,6.476367368884104E-4
roads,2100,rail,6.475914792548056E-4
roads,600,tertiary,6.470676600409749E-4
landusages,1100,fuel,6.466738878972569E-4
buildings,1800,fidelity,6.45598345853224E-4
landusages,2400,hospital,6.455488006825973E-4
roads,1500,primary_link,6.437116657557536E-4
roads,2700,track,6.432728296318312E-4
aeroways,2500,taxiway,6.418064887945823E-4
roads,300,tertiary,6.418064887945823E-4
landusages,1800,playground,6.405883051913284E-4
landusages,1800,sports_centre,6.402087937493351E-4
roads,2300,steps,6.401692273435759E-4
landusages,1900,nature_reserve,6.384455516710174E-4
landusages,1400,wood,6.371717794563487E-4
buildings,2100,farm_auxiliary,6.354936486939619E-4
buildings,2200,apartments,6.347345547484954E-4
roads,2200,steps,6.347169224293336E-4
roads,1200,service,6.337461247280881E-4
buildings,2200,college,6.328446366417043E-4
landusages,800,nature_reserve,6.308914124545385E-4
buildings,1100,farm_auxiliary,6.297956905053447E-4
buildings,2600,civic,6.296746498461399E-4
roads,2600,path,6.283400133600527E-4
buildings,2300,poolhouse,6.262525050100201E-4
buildings,2000,repair_shops,6.262525050100201E-4
roads,1200,track,6.262525050100201E-4
buildings,2800,stable,6.2625250501002E-4
buildings,2800,shed,6.2625250501002E-4
landusages,2800,recreation_ground,6.2625250501002E-4
buildings,1600,commercial,6.249588004867193E-4
roads,2900,service,6.249057254293531E-4
buildings,2000,historic,6.234691605433084E-4
roads,2900,light_rail,6.215438395588166E-4
roads,2800,secondary,6.215438395588166E-4
buildings,1400,garages,6.202881954384962E-4
landusages,2600,hospital,6.1888482848049E-4
buildings,1100,dormitory,6.1888482848049E-4
roads,200,rail,6.181544122728211E-4
landusages,1900,village_green,6.166178510867887E-4
landusages,2400,pitch,6.14562458249833E-4
roads,1800,service,6.14562458249833E-4
buildings,2900,house,6.145624582498327E-4
buildings,1200,repair_shops,6.145624582498326E-4
buildings,1000,apartments,6.124049340917859E-4
landusages,2900,substation,6.113417310812096E-4
buildings,800,warehouse,6.111247250690426E-4
buildings,1500,hospital,6.107453001240572E-4
landusages,1900,golf_course,6.107453001240571E-4
roads,300,service,6.107453001240571E-4
landusages,1300,place_of_worship,6.097805811988273E-4
landusages,2600,library,6.095524382097526E-4
landusages,1100,substation,6.078090246426917E-4
buildings,2600,garage,6.036916414489739E-4
landusages,1700,garden,6.019130459500556E-4
buildings,3000,house,6.012024048096192E-4
landusages,2800,playground,6.012024048096192E-4
landusages,1500,substation,6.012024048096192E-4
buildings,1800,house,5.982359455753612E-4
